text,label
"An AI-driven inventory tool for a local bakery that suggests how many loaves of sourdough to bake based on the day of the week." ,Minimal_Risk
"A basic spell-check and autocorrect tool integrated into a mobile messaging app to prevent common typing errors." ,Minimal_Risk
"An AI algorithm used by a fitness tracker to estimate the number of steps taken based on the movement of the user's wrist." ,Minimal_Risk
"A smart thermostat in a commercial office building that adjusts the air conditioning based on the number of people in the room." ,Minimal_Risk
"An AI-powered search engine for a stock photo website that ranks images based on their color palette and composition." ,Minimal_Risk
"A computer vision system in an automated car wash that detects the position of the vehicle to avoid damaging side mirrors." ,Minimal_Risk
"An AI tool used by a bird enthusiast to automatically sort their photo library into 'birds' and 'not birds'." ,Minimal_Risk
"A language learning app that uses AI to track which vocabulary words a user has mastered and which ones need more practice." ,Minimal_Risk
"An AI system in a digital scanner that automatically crops and straightens images of old physical photographs." ,Minimal_Risk
"A smart garden sensor that uses AI to alert a user via an app when their indoor plants need more sunlight." ,Minimal_Risk
"An AI-powered route planner for a professional cyclist that finds roads with the least amount of traffic for a safe training ride." ,Minimal_Risk
"A noise-canceling AI integrated into a smartphone that reduces the sound of wind during a hands-free phone call." ,Minimal_Risk
"An AI system used by a constellation-mapping app to help amateur astronomers find the North Star using their camera." ,Minimal_Risk
"A predictive text feature in a spreadsheet application that suggests the most likely formula based on the neighboring data." ,Minimal_Risk
"An AI-driven playlist generator for a gym that matches the tempo of the music to the average heart rate of the class." ,Minimal_Risk
"A computer vision tool in a grocery store that detects if a produce scale is empty or if there is an item left on it." ,Minimal_Risk
"An AI-powered chess clock app that detects when a player has moved their piece and automatically stops their timer." ,Minimal_Risk
"A smart robotic pool cleaner that uses AI to navigate around steps and ladders to ensure the entire floor is scrubbed." ,Minimal_Risk
"An AI tool that optimizes the file size of high-resolution architectural blueprints for faster sharing via email." ,Minimal_Risk
"A recipe suggestion AI that creates a shopping list based on a user's selected weekly meal plan." ,Minimal_Risk
